Child_ID,Name,Age,Location,Latitude,Longitude,Country,Gift_Preference,Listened_To_Parents,School_Grades,Good_Deed,Bad_Deed
1275,Chen,11,Hwange,-18.3647,26.5,Zimbabwe,Dragonfly Garden Set,0.7760022637273788,64.79900224066488,Picked up trash after sports event,Vandalized school structure
1276,Jun,5,Tandwa,26.55,82.65,India,Cloud Watching Set,0.8292870309570544,,Helped decorate classroom,
1277,Tewodros,8,Calabozo,8.9333,-67.4333,Venezuela,Art Gallery Builder,0.7461343646744542,84.4517777204239,Helped set up for community event,Cheated in contest
1278,Abigail,12,Forchheim,49.7197,11.0581,Germany,Photography Studio Kit,0.7874228885443911,89.27307520374453,Helped set up science fair,Lied about behavior
1279,Bogdan,9,Khānsāhibpuram,9.6304,77.6028,India,Ice Cream Parlor Kit,0.4099413724978075,90.93167896748369,Helped clean locker room,Stole school keys
1280,Stela,5,Wildomar,33.6173,-117.2582,United States,Ice Hockey Set,1.0,,Helped clean meditation room,
1281,Babak,5,Apóstoles,-27.9167,-55.7667,Argentina,GPS Smart Watch,0.6675542246340337,,Volunteered at farm sanctuary,
1282,Wei,11,San Rafael,14.7269,-88.4194,Honduras,Art History Pack,0.6933549370273021,70.00006426067348,Shared family crafts,Falsified report card
1283,Chinua,8,Tamuín,22.0,-98.7833,Mexico,Rocket Building Set,0.9434184944666727,74.41196971349767,Helped with recycling,Cheated in contest
1284,Yasmin,10,Settimo Torinese,45.1333,7.7667,Italy,Noodle House Set,0.994058490202816,87.19893055860564,Volunteered at fish hatchery,Cheated in exam
1285,Koki,11,Boquira,-12.8167,-42.7667,Brazil,Bowling Alley Set,0.7644752784278676,100.0,Helped clean locker room,Stole school resources
1286,Adanna,12,Jwaneng,-24.6019,24.7283,Botswana,Magnetic Building Set,0.6105989570321839,60.0,Organized school pride items,Stole school resources
1287,Azita,6,Namanga,-2.55,36.7833,Kenya,Deep Sea Submarine,0.7728833035105567,,Helped set up dance show,Stole candy from store
1288,Saki,5,Achinsk,56.2817,90.5039,Russia,Temperature Station,0.6825205383349167,,Made lunch for siblings,
1289,Andreea,8,Beichengqu,40.437,113.11,China,Stained Glass Kit,0.7544935530850202,72.18974855889401,Shared game equipment,Skipped school
1290,Duc,5,Haaltert,50.9,4.0,Belgium,String Mandolin,1.0,,Helped parent with cleaning,
1291,Silvia,8,Ibiassucê,-14.2833,-42.2833,Brazil,Brain Research Pack,0.6029852577527974,78.8640311913664,Picked up trash near school,Stole school resources
1292,Dara,5,Ban Mueang Nga,18.5997,99.0181,Thailand,Butterfly Net Set,0.9602557944399992,,Helped teacher clean classroom,
1293,Calliope,11,Ambovonomby,-14.3667,49.05,Madagascar,Classic Jenga Set,0.4405048149173823,74.64602991205187,Gave compliments to others,Stole school supplies
1294,Omar,8,Martigny,46.1,7.0667,Switzerland,Dinosaur Collection,0.8030781405973871,68.90446508975063,Helped clean sensory room,Skipped school
1295,Artem,7,Rumia,54.5667,18.4,Poland,Tongue Taste Set,0.5916861275263771,,Made cards for congress members,Cheated in presentation
1296,Aoife,8,Nacozari Viejo,30.3833,-109.6833,Mexico,Aerial Drone,0.8800348437963444,77.96689684005082,Helped decorate classroom,Cheated in report
1297,Monica,8,Bartica,6.4,-58.6167,Guyana,Medical Doctor Set,0.78503494867992,81.76727366331858,Helped parent with organizing rocks,Stole school supplies
1298,Hong,9,Al Jīzah,31.6833,35.95,Jordan,Sculpture Pack,0.8830379857014614,68.54365571555539,Organized school spirit gear,Cheated in game
1299,Fatima,9,Patilār,27.0361,84.2106,India,Superhero Costume Set,0.8704154486877115,79.60718201703553,Organized school fitness equipment,Lied about incidents
1300,Carmen,9,Jiquílpan de Juárez,19.9942,-102.7172,Mexico,Airship Zeppelin,0.716105316272471,67.4296281172482,Shared lunch with someone who forgot theirs,Lied about events
1301,Niamh,5,Luénoufla,7.0667,-6.25,Côte d’Ivoire,Architecture Pack,0.6488527483448252,,Helped shovel snow for neighbors,
1302,Ghita,11,Chodov,50.2414,12.7439,Czechia,Target Archery Set,0.8202640761262037,88.13120560304912,Made cards for school board members,Lied about breaking something
1303,Chioma,9,Mutlūru,16.15,80.4833,India,Summer Beach Set,0.3827032467329017,91.31930889571836,Helped parent with decorating,Stole from teacher's desk
1304,Nicolae,6,Rodniki,57.1167,41.7333,Russia,Wireless Headphones,0.7061137903106496,,Made cards for school neighbors,Stole school materials
1305,Razvan,9,Minoo,34.8333,135.4667,Japan,Ceramic Pottery Wheel,0.8109914616254001,83.46166273059683,Helped clean music room,Cheated in competition
1306,Seung-hyun,11,Khutubi,44.1874,86.8946,China,Muscle Study Kit,0.7711312471791201,64.6209021523525,Made cards for choir directors,Vandalized school structure
1307,Jason,11,Santiago de Anaya,20.3844,-98.9647,Mexico,Ninja Training Kit,0.9294814560899336,98.44118068274258,Helped organize sports equipment,Vandalized school property
1308,Leonid,9,Möser,52.2167,11.8,Germany,Fairy Tale Castle,0.8695951158972965,70.12426300809446,Picked up trash at sports field,Lied about incidents
1309,Sara,11,Manhattan,41.4274,-87.9805,United States,Lizard Study Pack,0.9492441842636924,82.56657454541117,Made cards for coaches,Damaged school plaques
1310,Yang,8,Lambaréné,-0.6883,10.2319,Gabon,Jungle Animal Pack,0.6626018345281272,81.07406351497131,Helped parent with baking,Cheated during exam
1311,Hirut,6,Timizart,36.8,4.2667,Algeria,Physics Experiment Kit,0.8288405638608001,,Helped parent with planting,Stole school property
1312,Arash,5,Chauddagram,23.2283,91.3133,Bangladesh,Artist Paint Set,0.7429802525509275,,Made cards for youth leaders,
1313,Eileen,10,Vyshhorod,50.5833,30.5,Ukraine,Digestive System Pack,0.6186151422284007,80.44637530359901,Helped clean calm room,Lied about situations
1314,Azita,12,Kiridh,8.9803,46.1292,Somalia,Magnetic Building Set,0.6761984949233619,70.92450033136262,Donated winter clothes,Broke classroom furniture
1315,Ratana,12,Garissa,-0.4569,39.6583,Kenya,Garden Tool Set,0.9140353497390613,83.55015243126176,Shared family history,Bullied office staff
1316,Dana,11,Puduppatti,9.6171,77.6375,India,Mountain Bicycle,0.970344953026999,75.15619293906542,Made cards for crossing guards,Bullied school helper
1317,Do-yoon,5,Dadukou,26.5824,101.7184,China,Bird Watching Kit,0.9476714042395132,,Made cards for school nurse,
1318,Soo-jin,10,Tōkai,35.0231,136.9022,Japan,Fossil Collection Kit,0.9130977976228951,76.54545614116007,Helped organize theater props,Lied to teacher
1319,Nikolai,11,Ourtzagh,34.55,-4.9333,Morocco,Sorry Board Game,0.7597412460683385,96.82704135108092,Picked up trash at fitness trail,Started food fight
1320,Ivan,7,Pavullo nel Frignano,44.3333,10.8333,Italy,Doll House Mansion,0.5869900915446574,,Made cards for school board members,Cheated in competition
1321,Bogdan,6,Naganuma,43.0167,141.7,Japan,Yahtzee Dice Game,0.8351246077462919,,Made cards for orchestra conductors,Cheated in assignment
1322,Ji-woo,5,Montluçon,46.3408,2.6033,France,Beginner Guitar,0.6362984927663664,,Helped neighbor rake leaves,
1323,Olga,5,Tekkalakote,15.5348,76.8785,India,Electric Motorcycle,0.9040207016288901,,Helped parent with cleaning,
1324,Vasile,10,Naīgarhi,24.7869,81.7787,India,Barnyard Animals Set,0.6576154412016125,80.62976446028965,Helped neighbor rake leaves,Refused to help with chores
1325,Yared,12,Semey,50.4333,80.2667,Kazakhstan,Digital Microscope,0.8494163658489302,67.26884802718557,Helped clean technology lab,Broke sound equipment
1326,Zahra,7,Vetapālem,15.78,80.32,India,Pattern Making Set,0.9559176705447457,,Organized school outdoor equipment,Cheated in competition
1327,Boris,5,Gāndarbal,34.2262,74.7748,India,Weather Station Set,0.6217481683898898,,Picked up litter during recess,
1328,Hassan,5,Bouaké,7.6833,-5.0167,Côte d’Ivoire,Interactive Play Mat,1.0,,Helped set up field day,
1329,Sanaa,12,Kumāravādi,10.5264,78.3118,India,Medieval Castle,0.48549312293240515,79.27267467885352,Made cards for volunteers,Broke meeting room furniture
1330,Sofia,10,Kitamoto,36.0269,139.5302,Japan,Zoo Keeper Kit,0.5562220765275496,70.55347186613612,Helped parent with organizing buttons,Stole personal items
1331,Gheorghe,6,Tacaratu,-9.1024,-38.15,Brazil,GPS Smart Watch,0.8640647455119794,,Wrote thank you notes,Forged parent's signature
1332,Britta,11,Hillsborough,40.5069,-74.6523,United States,Boxing Training Set,0.7200096151916968,65.39673021354693,Helped set up sports day,Broke laboratory equipment
1333,Osman,6,Atessa,42.0667,14.45,Italy,Circus Big Top Set,0.6157022890864461,,Donated winter clothes,Stole school materials
1334,Maya,8,Mukdahan,16.5431,104.7228,Thailand,Speed Racing Track,0.8266024489407288,75.67364083455695,Made cards for school neighbors,Lied about others
1335,Lin,5,Macul,-32.6583,-70.6,Chile,Clue Mystery Game,0.6643950521882935,,Cleaned up after dinner without being asked,
1336,Roman,10,Mānsong,27.1628,88.5661,India,Fishing Trip Set,0.7406794650281436,78.23800723479171,Helped set up geography bee,Stole school property
1337,Penelope,11,Zell am See,47.3167,12.8,Austria,Explorer Play Tent,0.7588056653274257,67.0746292923956,Helped parent with organizing collection items,Bullied school supervisor
1338,Ying,9,Titlāgarh,20.2871,83.1466,India,Dream Study Kit,0.9591500617587442,66.2380329386553,Helped set up spelling challenge,Lied about participation
1339,Reda,12,Kanzakimachi-kanzaki,33.3167,130.3667,Japan,Space Rocket,0.717765115704786,73.89254782167306,Made gifts for crossing guards,Bullied school principal
1340,Sofia,12,Falmouth,43.7476,-70.2827,United States,Uno Card Game,0.7469978493927992,82.01759204152036,Organized closet donation drive,Stole school keys
1341,Hong,10,Holstebro,56.3572,8.6153,Denmark,Paint By Numbers Bundle,0.727069358729271,75.17726743697264,Helped parent with yard work,Cheated in tournament
1342,Nikita,5,Papanduva,-26.4167,-50.15,Brazil,Wizard Spell Kit,0.702815325206248,,Fed the family pet,
1343,Jonathan,11,Bellatti,12.65,78.0,India,Zoo Keeper Kit,0.7133319938094183,82.86620461661525,Helped set up geography bee,Lied about situation
1344,Zeynep,7,Rhosllanerchrugog,53.011,-3.052,United Kingdom,Fruit Market Stand,0.8860236981353183,,Made cards for bus drivers,Stole school property
1345,Makena,8,Rezh,57.3667,61.3667,Russia,Rugby Ball Set,0.7275287182926594,82.3868318154846,Helped clean school garden,Cheated in match
1346,Igor,10,Yayladağı,35.9025,36.0606,Turkey,Vegetable Stand,0.8307728938089529,89.16273235294695,Shared art supplies with classmates,Stole school keys
1347,Andrey,12,Patharia,23.8992,79.1939,India,Explorer Binoculars,0.9998568971264703,80.06773402465423,Helped clean sensory room,Vandalized school premises
1348,Mohammed,12,Sidi Chiker,31.7453,-8.7069,Morocco,Kinetic Sand Table,0.6780263400784255,85.91313481623173,Picked up trash on sidewalk,Bullied new student
1349,Tatiana,6,Kwekwe,-18.9167,29.8167,Zimbabwe,Nose Study Pack,0.5225609982577276,,Helped organize costume storage,Cheated in match
1350,Angela,7,Clay Cross,53.1637,-1.4128,United Kingdom,Clue Mystery Game,0.8503531566172537,,Volunteered at planetarium,Stole candy from store
1351,Zineb,10,As Suwaydā’,32.7125,36.5667,Syria,Bowling Alley Set,0.4947078557955175,62.55273586174604,Made cards for youth leaders,Stole teacher's supplies
1352,Alexei,12,Iguala de la Independencia,18.345,-99.5383,Mexico,Earth Science Pack,0.8034692497437096,90.10296555572691,Made cards for agriculture teachers,Stole school property
1353,Constantin,11,Yuza,39.0147,139.9089,Japan,Grocery Store Set,0.8247929925001805,74.37077528863804,Helped clean greenhouse,Lied about incidents
1354,Emine,11,Harker Heights,31.0572,-97.6446,United States,Beach Surfboard,0.806164305200188,80.21915493505861,Made cards for school board members,Damaged school certificates
1355,Bethlehem,10,Mbuji-Mayi,-6.15,23.6,Congo (Kinshasa),Superhero Costume Set,0.8024394839368827,75.18246094391874,Made cards for office staff,Lied about occurrences
1356,Abena,5,Ponmundam,10.9628,75.9519,India,Rain Gauge Set,0.6397000790579649,,Helped clean calm room,
1357,Alina,6,Deutschlandsberg,46.8161,15.215,Austria,Treasure Hunter Set,0.4994761348183355,,Organized book exchange,Stole school materials
1358,Arkady,9,Kilkenny,52.6477,-7.2561,Ireland,Pet Shop Builder,0.8369695968863098,76.01125492475971,Organized school pride items,Stole school property
1359,Lin,7,Waldkraiburg,48.2167,12.4,Germany,Robot Building Set,0.8681300242730783,,Organized school supply exchange,Lied about events
1360,Fiona,9,Araguatins,-5.6508,-48.1239,Brazil,Ocean Current Lab,1.0,93.83804859602067,Helped set up career day,Cheated during exam
1361,Ebba,7,Puttankulam,8.8111,76.7152,India,Woodwind Recorder,0.35395078747653147,,Helped set up art challenge,Stole school resources
1362,Thanos,8,Acquaviva,43.9457,12.4185,San Marino,Sound Recording Pack,0.5540929360449085,77.64916617423094,Made cards for group leaders,Stole friend's pencil
1363,Li,10,Francistown,-21.1736,27.5125,Botswana,Snail Garden Pack,0.5359811662693823,86.57438106332216,Helped clean robotics lab,Cheated in competition
1364,Axel,6,Andranovory,-23.1333,44.1333,Madagascar,Yoga Practice Kit,0.7721277245779562,,Read to younger siblings,Cheated in tournament
1365,Hassan,7,Koidu-Bulma,8.4405,-10.85,Sierra Leone,Health Study Kit,0.5569060297662443,,Helped set up band challenge,Excluded friend from group
1366,Mai,8,Fuyang,30.0553,119.95,China,Pedal Go-Kart,0.9885487616425097,63.792710184972066,Shared art supplies with classmates,Stole candy from store
1367,Ecaterina,9,Guisa,20.2608,-76.5381,Cuba,Ice Cream Cart,0.6868158185249149,85.42782933762665,Helped parent fold laundry,Stole electronic devices
1368,Ahmet,12,Smithtown,40.8663,-73.2164,United States,Rocket Building Set,0.6905587936832508,95.01752990332632,Helped set up science fair,Cheated in tournament
1369,Kenzo,8,Sarikei,2.1256,111.5219,Malaysia,Turtle Habitat Set,0.7842034180718512,61.60644796415049,Picked up litter during recess,Stole school supplies
1370,Jamshid,5,Urbana,40.1107,-88.1973,United States,River Kayak,0.7435377263428163,,Organized school spirit accessories,
1371,Lars,6,Velbert,51.3333,7.05,Germany,Fashion Studio Kit,0.6616746742732329,,Helped parent with organizing holiday items,Stole school property
1372,Eden,7,Norðragøta,62.199,-6.7432,Faroe Islands,Zoo Keeper Kit,1.0,,Picked up trash at fitness trail,Lied about occurrences
1373,Ji-woo,7,Kakamas,-28.8,20.65,South Africa,Whale Watching Set,0.8147272913473282,,Made cards for geography teachers,Cheated during exam
1374,Alexander,10,Bagumbayan,14.4744,121.0569,Philippines,Monster Creation Lab,0.7028958357749835,100.0,Helped parent with organizing garage,Hacked friend's account
1375,Linh,10,Great Sankey,53.3918,-2.6383,United Kingdom,Deep Sea Submarine,0.5964818809136619,76.22872233360648,Organized school club gear,Stole from backpacks
1376,Atlas,8,Pūrna,19.18,77.05,India,Sea Turtle Pack,0.9751523803383053,81.18978820700197,Helped parent with dishes,Lied about occurrences
1377,Feng,6,Carauari,-4.8828,-66.8958,Brazil,Digestive System Pack,0.8205570880141458,,Made cards for agriculture teachers,Stole school property
1378,Advait,6,Chitré,7.9667,-80.4333,Panama,Caterpillar House Set,0.8795735116432868,,Helped clean auditorium,Cheated in exam
1379,Kwame,8,Bardipuram,18.6431,78.1584,India,Theater Production Kit,0.6252055415965514,61.16549399324643,Helped set up spelling challenge,Lied about happenings
1380,Anh,9,Māhdāsht,35.7194,50.7978,Iran,Emergency Response Set,0.854098386777202,75.17709918542133,Picked up trash at badminton court,Stole from lost and found
1381,Makeda,7,Wächtersbach,50.2547,9.2919,Germany,Fishing Trip Set,0.8900803216537221,,Helped clean calm room,Stole school property
1382,Mei,5,Maydolong,11.5,125.5,Philippines,Dinosaur Collection,0.8394097611084193,,Helped set up career day,
1383,Do-yoon,7,Oldenburg in Holstein,54.3,10.8833,Germany,Telescope with Star Map,1.0,,Shared sports equipment,Used phone during class
1384,Joon-ho,11,Achí,8.5667,-74.55,Colombia,Dragon's Lair Builder,0.6436194006147831,72.03592582625389,Made cards for librarians,Vandalized school premises
1385,Vasile,6,São Paulo de Olivença,-3.4594,-68.9333,Brazil,Railway Station Set,0.6682068363672095,,Made cards for custodians,Ignored parent's calls
1386,Matteo,11,Alburquerque,9.6104,123.9549,Philippines,Hair Salon Set,0.4957302955804348,83.41369691422443,Organized school fitness equipment,Stole sports equipment
1387,Rin,10,Cumberland,39.6515,-78.7584,United States,Acrobatics Set,0.836550536055721,81.94220390048028,Helped organize supply closet,Talked back to teacher
1388,Noor,11,Kamtaul,26.328,85.8238,India,Baseball Training Set,0.970611502286447,70.84240362234979,Helped parent with organizing shed,Vandalized school bus
1389,Oluwaseun,10,Boryspil,50.35,30.95,Ukraine,Magic Tricks Collection,0.6156460450579668,79.81659455646064,Donated old toys to charity,Stole school property
1390,Jin,9,Wenzenbach,49.0747,12.1944,Germany,Language Learning Set,0.9043548977942399,90.06293712036265,Shared school celebration treats,Cheated in tryouts
1391,Nadezhda,6,Azzaba,36.7333,7.1,Algeria,Nature Collection Box,0.6699614616191394,,Helped set up orchestra challenge,Pulled someone's hair
1392,Safiya,10,Ardestān,33.3731,52.3689,Iran,Laboratory Science Kit,0.7224282753373718,83.58487228477973,Helped parent with organizing hobby supplies,Cheated in competition
1393,Hirut,5,Ertis,53.3333,75.4572,Kazakhstan,Fairy Tale Castle,0.7550374369625354,,Made cards for woodshop teachers,
1394,Larisa,9,Pfarrkirchen,48.4167,12.9167,Germany,Outdoor Camping Set,0.6670639302791626,68.70405113043518,Made cards for congress members,Lied about situations
1395,Adam,5,Bad Driburg,51.7333,9.0167,Germany,Wetland Creator Kit,0.7581154274217972,,Made cards for social workers,
1396,Noor,10,Shijōnawate,34.74,135.6394,Japan,Paleontologist Dig Kit,0.9232355869875201,71.21905281185067,Picked up trash at sports field,Stole school materials
1397,Aisha,10,Kuriyama,43.05,141.7833,Japan,Circus Performance Pack,0.7176454218235895,66.97968824493385,Helped set up art festival,Stole school resources
1398,Dmitry,5,Ambatondrakalavao,-19.4333,47.5,Madagascar,Blues Harmonica,0.5655662220745522,,Picked up trash at park,
1399,Arash,5,Ankirondro,-19.6333,44.6,Madagascar,Musical Triangle,0.6696706914461118,,Helped parent with organizing keepsakes,
1400,Adanna,9,Pike Road,32.2939,-86.09,United States,Aerial Drone,0.6250724777972382,82.80895180720672,Helped parent with organizing garage,Cheated in match
1401,Hamza,5,Marlborough,41.6337,-73.9904,United States,Bowling Alley Set,0.7478925085662712,,Made lunch for siblings,
1402,Malika,10,Daegu,35.8717,128.6017,"Korea, South",Earth Science Pack,0.4091112238257511,60.0,Helped set up spelling challenge,Stole cafeteria food
1403,Jing,9,Jucati,-8.7,-36.45,Brazil,Rescue Fire Truck,0.7216718221889453,69.54512455276733,Helped organize costume museum,Stole school materials
1404,Yulia,12,Warabi,35.8256,139.6797,Japan,Starter Ukulele,0.45510409960319675,77.45866290595217,Helped parent with organizing picnic supplies,Lied about activities
1405,Eoin,7,Assisi,43.0758,12.6175,Italy,Professional Soccer Ball,0.8563839059181246,,Helped organize art supplies,Lied about situations
1406,Minh,5,Ganapavaram,16.7,81.4667,India,Premium Art Supplies,0.6485348463496544,,Picked up trash at jogging trail,
1407,Miguel,8,Ban Son Loi,13.9122,100.42,Thailand,Electronic Drums,0.9212932004732199,81.14839007770293,Helped clean local trail,Started food fight
1408,Mia,5,Telnāl,23.01,73.03,India,Butterfly House Kit,0.7920785054225224,,Organized school team gear,
1409,Tatiana,8,General MacArthur,11.2486,125.54,Philippines,Slime Making Laboratory,0.528337221628409,87.73665547525077,Picked up trash after sports event,Cheated in game
1410,Derya,5,Mohan Eghu,25.4002,86.145,India,Makeup Artist Pack,0.7474686830334201,,Helped set up for assembly,
1411,Laurentiu,8,Ljungby,56.8333,13.9333,Sweden,Baking Master Set,0.8500594345513885,69.79240478894951,Cleaned up after dinner without being asked,Stole school resources
1412,Cristina,5,Lucena,-6.9,-34.8689,Brazil,Evolution Study Set,0.7774501606541229,,Made cards for dance instructors,
1413,Oleg,9,Miguel Pereira,-22.4539,-43.4689,Brazil,Bone Structure Set,0.6855562951685195,77.75614515899271,Shared toys with friends,Lied about events
1414,Yamato,5,Stanley,53.7145,-1.476,United Kingdom,Hot Dog Stand,0.9100733918991233,,Helped parent with organizing supplies,
1415,Darius,11,Naas,53.217,-6.663,Ireland,Superhero Costume Set,0.5873782795010711,81.11236436191875,Shared cultural traditions,Broke musical instruments
1416,Ling,5,Bambang,14.5228,121.0689,Philippines,Hair Salon Studio,0.5182515790733722,,Helped shovel snow for neighbors,
1417,Leila,9,Valea Adâncă,47.1256,27.5565,Romania,Sleep Research Set,0.7989623370307074,75.53308869155,Helped parent with organizing stickers,Stole school property
1418,Anika,11,Argenteuil,48.95,2.25,France,Digestive System Pack,0.8964610776837318,74.95980073342656,Volunteered at turtle sanctuary,Cheated in presentation
1419,Gheorghe,5,Banepā,27.6297,85.5203,Nepal,Logic Puzzle Set,0.627658669946284,,Helped organize sports equipment,
1420,Elif,9,Oegstgeest,52.1833,4.4667,Netherlands,Bookbinding Pack,0.8981266719298879,80.03946154205222,Helped parent with organizing picnic supplies,Lied about whereabouts
1421,Arash,8,Prestwich,53.5333,-2.2833,United Kingdom,Lemonade Stand,0.6009467317126261,73.45031833946209,Volunteered at animal shelter,Stole school supplies
1422,Amina,7,Shenjiaba,32.9441,108.6414,China,Printmaking Set,0.6848476289953799,,Picked up dropped items for others,Lied about grades
1423,Raisa,10,Tixter,36.05,5.0833,Algeria,Street Scooter,0.7056387594440912,86.43777024055042,Shared board games,Lied about events
1424,Catalin,5,São João,-8.8758,-36.3669,Brazil,Earthquake Lab Kit,0.7988581854363801,,Volunteered at insect zoo,
1425,Zinaida,10,Newport,51.5886,-2.9978,United Kingdom,Savanna Builder Set,0.798664730274369,83.5092958633735,Volunteered at botanical garden,Refused to help with chores
1426,Irina,5,El Seibo,18.763,-69.042,Dominican Republic,RC Helicopter,0.8092559665605782,,Shared birthday treats,
1427,Irina,12,Jucás,-6.525,-39.5278,Brazil,Soap Making Studio,0.9689892043279106,79.27538128658007,Organized school spirit accessories,Damaged school medals
1428,Ruth,7,Peumo,-34.3961,-71.1694,Chile,Boxing Training Set,0.702942759036649,,Helped parent with organizing certificates,Stole from school store
1429,Malik,12,Weston,42.3589,-71.3001,United States,Beetle Study Set,0.5159265514251508,77.69486463801212,Helped parent with organizing painting supplies,Vandalized school structure
1430,Teodora,12,Agbangnizoun,7.0667,1.9667,Benin,Rowing Canoe,0.7233481441375476,82.13355835931586,Picked up trash at golf course,Damaged school certificates
1431,Andrei,10,Āmudālapalle,15.9301,80.6899,India,Candy Land Game,1.0,77.42658988383523,Helped clean quiet room,Stole school materials
1432,Chloe,12,Angostura,6.8667,-75.3333,Colombia,Marble Run Builder,0.8693029678977662,88.11763163230144,Volunteered at youth center,Damaged school trophies
1433,Aisha,7,Púchov,49.12,18.3306,Slovakia,Pattern Making Set,0.7859414978468231,,Shared family games,Cheated in raffle
1434,Siobhan,6,Kandukūr,15.2167,79.9042,India,Exercise Study Set,0.6982217314634268,,Picked up trash at sports field,Stole school property
1435,Irina,8,Cahors,44.4483,1.4414,France,Ride-On Car,0.6722313375129206,90.135777770332,Helped set up band challenge,Lied about events
1436,Amina,5,Quepos,9.4571,-84.1387,Costa Rica,Connect Four Game,0.6182600682865748,,Helped organize prop vault,
1437,Amira,8,Basrūr,13.6308,74.7377,India,Cooking Master Kit,0.7231449473766806,81.33454148028025,Helped parent with organizing sports equipment,Lied about situations
1438,Ebba,6,Panzgām,34.484,74.0753,India,Ice Cream Shop,0.7418243484624351,,Organized school supply exchange,Cheated in fundraiser
1439,Tatiana,8,Vallūr,13.256,80.2818,India,Film Making Set,0.8677430626059444,81.84008263076016,Picked up trash in parking lot,Cheated in competition
1440,Atlas,8,Frederikshavn,57.441,10.534,Denmark,Robot Programming Kit,0.6369529667824076,76.45855157991352,Helped organize science lab,Stole school supplies
1441,Ananda,12,Kushima,31.4644,131.2283,Japan,Emergency Response Set,0.6664635751148653,88.97151197679139,Made cards for health teachers,Broke lighting equipment
1442,Raluca,7,Kōtō-ku,35.6667,139.8167,Japan,Marble Run Supreme,0.6881899642805355,,Made breakfast for family,Stole school materials
1443,Axel,11,Chachahuantla,20.2756,-98.1503,Mexico,Acrobatics Set,0.8339210784820449,79.62336947550494,Helped set up safety fair,Spread rumors about friend
1444,Rin,12,San Luis Talpa,13.4667,-89.0833,El Salvador,Museum Curator Kit,0.6059204713753488,97.24156953091008,Shared family customs,Damaged school medals
1445,Shanaya,12,Koufália,40.7783,22.5767,Greece,Light-up Police Car,0.6488951181723169,84.58143445514844,Shared family traditions,Vandalized school compound
1446,Mei,9,Rozhyshche,50.9131,25.27,Ukraine,Pattern Recognition Set,0.927259876752307,87.17066132634699,Helped parent with organizing trophies,Talked back to teacher
1447,Sinead,6,Dalanping,28.0189,110.0025,China,Wellness Study Pack,0.5584707620081535,,Helped parent with sorting,Lied about attendance
1448,Luis,8,Hombrechtikon,47.25,8.7667,Switzerland,Rowing Canoe,0.6247880519922726,79.67763178341036,Helped set up math fair,Stole from teacher's desk
1449,Ayaka,10,Balbalan,17.4436,121.2008,Philippines,Metal Working Set,0.4861308989293761,64.84090007931157,Helped organize costume vault,Cheated in presentation
1450,Valentina,5,Tsubame,37.6731,138.8822,Japan,Cricket Game Set,1.0,,Made cards for technology teachers,
1451,Anders,11,Lakeland Village,33.648,-117.3706,United States,Nature Collection Box,0.6450894457715788,80.06488964966836,Made cards for local businesses,Damaged school medals
1452,Elsa,10,Yairipok,24.6779,94.0477,India,Film Making Set,0.7517438158900541,68.48146700087005,Made cards for retirement home,Stole school materials
1453,Fatima,5,Botlikh,42.6672,46.215,Russia,Mathematics Kit,0.8863904566017096,,Helped clean library,
1454,Arkady,7,Imerintsiatosika,-18.9833,47.3167,Madagascar,Knight's Armor Set,0.8085311549168411,,Picked up trash at lacrosse field,Stole school supplies
1455,Anya,6,Mansfield,40.0853,-74.7149,United States,Star Constellation Kit,0.864310625423587,,Made cards for technology teachers,Stole from teacher's desk
1456,Avani,6,Yattir,31.4478,35.09,West Bank,Laboratory Microscope,0.5756983552306775,,Organized school club gear,Cheated in club activities
1457,Omar,6,Conselice,44.3333,11.7,Italy,Airport Terminal Set,0.6644595627571169,,Picked up trash at archery range,Lied about situation
1458,Madalina,12,Dbarwa,15.1,38.8333,Eritrea,Ceramics Studio Kit,0.6386096981469029,71.3228195698758,Shared family recipes,Stole school property
1459,Jason,11,Rizal,14.1083,121.3917,Philippines,Dolphin Study Kit,0.6227755072919174,61.639994740767236,Made cards for community leaders,Vandalized school premises
1460,Calliope,7,Encheng,22.1833,112.3,China,Animation Pack,0.8477427774438474,,Helped clean locker room,Cheated in competition
1461,Olayinka,11,Evergreen Park,41.7213,-87.7013,United States,Playing Card Set,0.9155975461107118,74.32481434566971,Shared family history,Broke science equipment
1462,Darius,11,Grafton,43.3204,-87.948,United States,Lemonade Stand,0.8023029289122671,83.35529189896924,Made cards for hospital staff,Damaged school certificates
1463,Yuto,7,Northview,43.0427,-85.6016,United States,Fitness Research Kit,0.8839677871773955,,Helped parent with cooking,Cheated in match
1464,Jorge,9,Tourlaville,49.6417,-1.5775,France,Compass Navigation Set,1.0,89.12861252949916,Helped parent with organizing books,Stole school documents
1465,Adam,8,Selvazzano Dentro,45.3833,11.7833,Italy,Learning Laptop,0.7622894410734936,96.86246110707737,Made cards for mayors,Stole school materials
1466,Aisha,12,Ruza,55.7,36.2,Russia,Cloud Watching Set,0.7190879066759515,74.38311588895054,Shared umbrella with friend in rain,Lied about behavior
1467,Olga,8,Bertrix,49.8542,5.2533,Belgium,Ninja Training Kit,0.7755223322869255,88.6771822085401,Shared board games,Stole school resources
1468,Zineb,8,Telkathu,26.1124,84.3733,India,Enchanted Forest Kit,0.6818935157062778,89.04412254026855,Helped parent with laundry,Lied about incidents
